domain,support_seed,method,count,macro_f1,balanced_accuracy,nll,brier,ece
droid_pick_place,1,Aperture + T,400,0.3914187508272614,0.4225,1.3147887571436256,0.7135554573121431,0.10539169030848491
droid_pick_place,1,LoRA-selected,400,0.6841228070175438,0.685,0.8995082775748443,0.4546052329084413,0.14549930761596538
droid_pick_place,1,LoRA-selected + T,400,0.665911072498639,0.6775,0.9342374455958581,0.4854917659084235,0.11822480261042737
droid_pick_place,2,Frozen,400,0.15521707315978256,0.2725,1.9160285434795536,0.9548967770933904,0.37478983535985816
droid_pick_place,2,Frozen + T,400,0.15521707315978256,0.2725,1.384323635675223,0.7487222776888158,0.037873561862032716
droid_pick_place,2,Frozen + all-support bias,400,0.32696218054249465,0.33,1.4856346467511725,0.7822147324794176,0.13640930644040541
droid_pick_place,2,LoRA-1pass,400,0.6486561672724009,0.65,1.1050006171946563,0.5267943030299503,0.17590629173544414
droid_pick_place,2,LoRA-1pass + T,400,0.6486561672724009,0.65,1.0159036600390494,0.535081918263857,0.19075735979866695
droid_pick_place,2,LoRA-4passes,400,0.6947762798205694,0.6975,1.190667989556696,0.48631542916155057,0.19473042183579586
droid_pick_place,2,LoRA-4passes + T,400,0.6947762798205694,0.6975,0.9011256805233202,0.46961496687834176,0.18159103762412424
droid_pick_place,2,Aperture,400,0.2502832582968255,0.3225,1.3813737239157917,0.7449909839910661,0.1326666535091936
droid_pick_place,2,Aperture + T,400,0.2502832582968255,0.3225,1.3684928266783956,0.740994595789808,0.049535495454913994
droid_pick_place,2,LoRA-selected,400,0.6486561672724009,0.65,1.1050006171946563,0.5267943030299503,0.17590629173544414
droid_pick_place,2,LoRA-selected + T,400,0.6947762798205694,0.6975,0.9011256805233202,0.46961496687834176,0.18159103762412424
droid_arti,0,Frozen,400,0.13438187621771752,0.26,1.9831956650737115,0.9818677613790945,0.3751877254800546
droid_arti,0,Frozen + T,400,0.13438187621771752,0.26,1.4588107000414803,0.7824381657072286,0.11659385674667642
droid_arti,0,Frozen + all-support bias,400,0.2774925743693868,0.27749999999999997,1.5705478455772282,0.8165593991072878,0.1559906871483664
droid_arti,0,LoRA-1pass,400,0.7157771737311834,0.7150000000000001,0.7926007003763529,0.4195002736268903,0.08405981605329779
droid_arti,0,LoRA-1pass + T,400,0.7157771737311834,0.7150000000000001,0.8675411138410927,0.4361771209218786,0.12928201950591356
droid_arti,0,LoRA-4passes,400,0.783602853682539,0.7849999999999999,2.5343477955682587,0.41640432569684477,0.20140124909628615
droid_arti,0,LoRA-4passes + T,400,0.783602853682539,0.7849999999999999,0.6507870635070797,0.32741517527565167,0.07434810944658568
droid_arti,0,Aperture,400,0.2771804361027459,0.3075,1.4716800152642657,0.7756413284878323,0.1364614903118331
droid_arti,0,Aperture + T,400,0.2771804361027459,0.3075,1.585563991740047,0.8147974633993215,0.19960225182746785
droid_arti,0,LoRA-selected,400,0.7157771737311834,0.7150000000000001,0.7926007003763529,0.4195002736268903,0.08405981605329779
droid_arti,0,LoRA-selected + T,400,0.7157771737311834,0.7150000000000001,0.8675411138410927,0.4361771209218786,0.12928201950591356
droid_arti,1,Frozen,400,0.13438187621771752,0.26,1.9831956650737115,0.9818677613790945,0.3751877254800546
droid_arti,1,Frozen + T,400,0.13438187621771752,0.26,1.4588107000414803,0.7824381657072286,0.11659385674667642
droid_arti,1,Frozen + all-support bias,400,0.26744820609365316,0.265,1.5740987904958859,0.8205546554484892,0.16954703223067996
droid_arti,1,LoRA-1pass,400,0.635407555335754,0.6325,1.6719108843678239,0.5998418191030922,0.2736027674728936
droid_arti,1,LoRA-1pass + T,400,0.635407555335754,0.6325,1.3227140496518754,0.5659320412789435,0.24093009472506438
droid_arti,1,LoRA-4passes,400,0.7248084349773186,0.725,4.43887375630315,0.5398908432755148,0.26342613203496495
droid_arti,1,LoRA-4passes + T,400,0.7248084349773186,0.725,0.9774482717227795,0.4623693861503604,0.15617204466292828
droid_arti,1,Aperture,400,0.22574158172517045,0.29000000000000004,1.4924185768364169,0.7893716941261257,0.12328315053620023
droid_arti,1,Aperture + T,400,0.22574158172517045,0.29000000000000004,1.725378593200704,0.8625668899514034,0.2325679021309343
droid_arti,1,LoRA-selected,400,0.635407555335754,0.6325,1.6719108843678239,0.5998418191030922,0.2736027674728936
droid_arti,1,LoRA-selected + T,400,0.635407555335754,0.6325,1.3227140496518754,0.5659320412789435,0.24093009472506438
droid_arti,2,Frozen,400,0.13438187621771752,0.26,1.9831956650737115,0.9818677613790945,0.3751877254800546
droid_arti,2,Frozen + T,400,0.13438187621771752,0.26,1.4340342184533592,0.7713975932592502,0.0917902764232526
droid_arti,2,Frozen + all-support bias,400,0.275738193137268,0.275,1.5763414436354133,0.8199112247734465,0.1618101723327733
droid_arti,2,LoRA-1pass,400,0.6001500691026651,0.6025,0.9727858746328496,0.5130899415266389,0.0875670472170661
droid_arti,2,LoRA-1pass + T,400,0.6001500691026651,0.6025,1.0349052757683337,0.5321666672321904,0.13968494720268093
droid_arti,2,LoRA-4passes,400,0.7288071651583454,0.73,1.6121164485117923,0.47077494582938045,0.21718372357117988
droid_arti,2,LoRA-4passes + T,400,0.7288071651583454,0.73,0.8331372491591067,0.40990427172217636,0.1254521665097913
droid_arti,2,Aperture,400,0.16631831173586747,0.2625,1.5522718494045504,0.8219823424342272,0.20965496479250617
droid_arti,2,Aperture + T,400,0.16631831173586747,0.2625,1.4206108719715729,0.7648987733118991,0.09762174180071213
droid_arti,2,LoRA-selected,400,0.6001500691026651,0.6025,0.9727858746328496,0.5130899415266389,0.0875670472170661
droid_arti,2,LoRA-selected + T,400,0.7288071651583454,0.73,0.8331372491591067,0.40990427172217636,0.1254521665097913
